,year,coal,naturalGas,nuclear,petroleum,State
20,2000,1.7,4.86,0.0,10.76,ID
21,1999,1.27,3.98,0.0,8.24,ID
22,1998,1.89,3.77,0.0,7.79,ID
23,1997,1.99,3.52,0.0,9.16,ID
24,1996,2.0,3.6,0.0,9.09,ID
25,1995,1.79,4.19,0.0,8.03,ID
26,1994,1.88,4.25,0.0,8.2,ID
27,1993,1.8,3.78,0.0,8.28,ID
28,1992,1.89,3.62,0.0,8.24,ID
29,1991,1.9,3.62,0.0,8.1,ID
30,1990,1.77,3.42,0.0,8.18,ID
31,1989,1.83,3.57,0.0,7.39,ID
32,1988,1.8,4.49,0.0,6.84,ID
33,1987,1.97,5.86,0.0,6.64,ID
34,1986,2.01,4.22,0.0,6.49,ID
35,1985,1.85,5.07,0.0,8.56,ID
36,1984,2.17,5.17,0.0,8.62,ID
37,1983,2.11,5.51,0.0,8.6,ID
38,1982,2.02,5.04,0.0,9.36,ID
39,1981,1.89,4.1,0.0,9.74,ID
40,1980,1.74,3.87,0.0,8.11,ID
41,1979,1.81,2.75,0.0,5.68,ID
42,1978,1.44,2.45,0.0,4.24,ID
43,1977,1.27,2.15,0.0,4.02,ID
44,1976,1.2,1.76,0.0,3.8,ID
45,1975,0.96,1.43,0.0,3.63,ID
46,1974,0.86,0.97,0.0,3.29,ID
47,1973,0.57,0.81,0.0,2.35,ID
48,1972,0.62,0.79,0.0,1.99,ID
49,1971,0.63,0.73,0.0,1.96,ID
50,1970,0.65,0.66,0.0,1.92,ID
0,2020,1.89,5.53,0.64,,IL
1,2019,2.16,6.21,0.67,19.54,IL
2,2018,1.92,6.56,0.72,20.86,IL
3,2017,1.98,6.87,0.74,18.05,IL
4,2016,2.06,6.12,0.68,15.83,IL
5,2015,2.03,6.62,0.72,18.15,IL
6,2014,2.12,8.61,0.77,25.93,IL
7,2013,2.07,7.2,0.81,26.96,IL
8,2012,2.2,6.84,0.75,27.43,IL
9,2011,1.99,7.87,0.69,27.18,IL
10,2010,1.85,8.34,0.65,21.23,IL
11,2009,1.72,8.24,0.56,18.07,IL
12,2008,1.65,11.38,0.46,25.07,IL
13,2007,1.41,9.85,0.43,20.79,IL
14,2006,1.33,10.29,0.41,18.8,IL
15,2005,1.24,10.78,0.44,16.22,IL
16,2004,1.18,8.77,0.43,13.16,IL
17,2003,1.19,7.99,0.46,11.19,IL
18,2002,1.21,5.92,0.48,10.05,IL
19,2001,1.22,7.9,0.51,10.68,IL
20,2000,1.19,6.56,0.46,10.89,IL
21,1999,1.44,4.74,0.49,8.3,IL
22,1998,1.55,4.63,0.49,7.77,IL
23,1997,1.55,5.03,0.48,9.0,IL
24,1996,1.62,4.73,0.51,9.22,IL
25,1995,1.62,4.11,0.51,8.5,IL
26,1994,1.59,4.88,0.53,8.2,IL
27,1993,1.67,4.97,0.52,8.17,IL
28,1992,1.7,4.49,0.52,8.12,IL
29,1991,1.7,4.4,0.49,8.39,IL
30,1990,1.71,4.57,0.57,8.71,IL
31,1989,1.77,4.41,0.6,7.46,IL
32,1988,1.84,4.1,0.66,6.99,IL
33,1987,1.92,4.36,0.64,6.96,IL
34,1986,2.06,4.59,0.64,6.73,IL
35,1985,2.12,5.0,0.64,8.64,IL
36,1984,1.97,4.84,0.56,8.26,IL
37,1983,2.02,4.97,0.56,8.18,IL
38,1982,1.99,4.43,0.51,8.9,IL
39,1981,1.87,3.77,0.42,8.96,IL
40,1980,1.64,3.33,0.33,7.81,IL
41,1979,1.49,2.77,0.3,5.52,IL
42,1978,1.34,2.3,0.25,4.08,IL
43,1977,1.11,1.99,0.21,3.97,IL
44,1976,0.96,1.65,0.19,3.66,IL
45,1975,0.89,1.38,0.18,3.44,IL
46,1974,0.66,1.05,0.17,3.2,IL
47,1973,0.46,0.91,0.16,2.17,IL
48,1972,0.44,0.85,0.15,1.88,IL
49,1971,0.4,0.76,0.16,1.93,IL
50,1970,0.36,0.72,0.15,1.89,IL
0,2020,2.61,4.9,0.0,,IN
1,2019,2.69,5.31,0.0,20.01,IN
2,2018,2.48,5.79,0.0,21.13,IN
3,2017,2.51,5.93,0.0,18.6,IN
4,2016,2.47,5.0,0.0,16.37,IN
5,2015,2.65,6.21,0.0,18.28,IN
6,2014,2.88,7.44,0.0,26.04,IN
7,2013,2.98,6.69,0.0,26.93,IN
8,2012,3.25,6.2,0.0,27.2,IN
9,2011,3.12,6.99,0.0,26.8,IN
10,2010,2.61,6.51,0.0,21.27,IN
11,2009,2.4,8.12,0.0,16.99,IN
12,2008,2.28,11.02,0.0,24.37,IN
13,2007,1.92,9.23,0.0,19.72,IN
14,2006,1.84,10.41,0.0,17.73,IN
15,2005,1.73,10.54,0.0,15.56,IN
16,2004,1.41,8.52,0.0,12.2,IN
17,2003,1.34,7.89,0.0,10.4,IN
18,2002,1.31,6.16,0.0,8.94,IN
19,2001,1.25,8.35,0.0,9.53,IN
20,2000,1.18,5.39,0.0,10.0,IN
21,1999,1.2,4.72,0.0,7.42,IN
22,1998,1.22,4.97,0.0,6.91,IN
23,1997,1.25,5.08,0.0,7.93,IN
24,1996,1.29,4.37,0.0,8.01,IN
25,1995,1.35,4.12,0.0,7.28,IN
26,1994,1.34,5.13,0.0,6.92,IN
27,1993,1.37,4.51,0.0,6.95,IN
28,1992,1.42,4.18,0.0,7.06,IN
29,1991,1.46,4.25,0.0,7.38,IN
30,1990,1.46,4.26,0.0,7.54,IN
31,1989,1.48,4.52,0.0,6.58,IN
32,1988,1.57,4.31,0.0,6.0,IN
33,1987,1.55,4.08,0.0,6.03,IN
34,1986,1.66,4.59,0.0,5.83,IN
35,1985,1.77,4.71,0.0,7.9,IN
36,1984,1.75,4.88,0.0,7.84,IN
37,1983,1.75,4.86,0.0,8.2,IN
38,1982,1.81,3.98,0.0,8.85,IN
39,1981,1.79,3.3,0.0,9.23,IN
40,1980,1.53,2.88,0.0,7.9,IN
41,1979,1.41,2.41,0.0,5.57,IN
42,1978,1.42,1.95,0.0,4.09,IN
43,1977,1.14,1.76,0.0,3.94,IN
44,1976,0.99,1.39,0.0,3.64,IN
45,1975,1.09,1.16,0.0,3.57,IN
46,1974,0.86,0.93,0.0,3.3,IN
47,1973,0.49,0.83,0.0,2.24,IN
48,1972,0.45,0.78,0.0,1.94,IN
49,1971,0.39,0.72,0.0,2.0,IN
50,1970,0.36,0.68,0.0,2.06,IN
0,2020,1.6,4.31,0.65,,IA
1,2019,1.61,4.7,0.69,18.34,IA
2,2018,1.71,5.57,0.75,19.61,IA
3,2017,1.76,5.61,0.76,17.25,IA
4,2016,1.72,5.14,0.67,15.11,IA
5,2015,1.77,5.74,0.71,17.31,IA
6,2014,1.8,7.92,0.8,24.67,IA
7,2013,1.83,6.32,0.84,25.14,IA
8,2012,1.66,5.87,0.77,26.25,IA
9,2011,1.62,6.87,0.7,26.29,IA
10,2010,1.51,7.13,0.65,20.79,IA
11,2009,1.43,7.29,0.57,18.44,IA
12,2008,1.36,10.01,0.58,25.35,IA
13,2007,1.23,9.39,0.63,21.11,IA
14,2006,1.24,9.75,0.55,18.88,IA
15,2005,1.09,10.4,0.55,16.38,IA
16,2004,1.0,8.43,0.55,12.99,IA
17,2003,0.95,7.62,0.56,11.0,IA
18,2002,0.97,6.0,0.58,9.62,IA
19,2001,0.91,7.37,0.62,10.54,IA
20,2000,0.91,6.45,0.61,10.76,IA
21,1999,0.91,4.71,0.6,7.86,IA
22,1998,0.95,4.42,0.61,7.29,IA
23,1997,1.02,4.97,0.65,8.54,IA
24,1996,1.02,4.43,0.72,8.76,IA
25,1995,1.05,4.0,0.74,7.88,IA
26,1994,1.06,4.51,0.66,7.81,IA
27,1993,1.07,4.49,0.6,7.96,IA
28,1992,1.14,4.23,0.56,7.97,IA
29,1991,1.15,3.65,0.66,8.3,IA
30,1990,1.16,3.81,0.66,8.46,IA
31,1989,1.24,3.57,0.67,7.57,IA
32,1988,1.27,3.8,0.68,6.64,IA
33,1987,1.3,3.63,0.71,6.76,IA
34,1986,1.41,4.22,0.75,6.61,IA
35,1985,1.51,4.6,0.94,8.3,IA
36,1984,1.56,4.71,0.79,8.31,IA
37,1983,1.63,4.76,0.68,8.39,IA
38,1982,1.61,4.19,0.54,8.9,IA
39,1981,1.53,3.42,0.53,9.39,IA
40,1980,1.42,2.79,0.39,8.26,IA
41,1979,1.29,2.29,0.32,5.78,IA
42,1978,1.24,1.93,0.34,4.47,IA
43,1977,1.08,1.59,0.27,4.29,IA
44,1976,0.97,1.23,0.25,3.93,IA
45,1975,0.95,1.0,0.25,3.75,IA
46,1974,0.69,0.8,0.19,3.41,IA
47,1973,0.48,0.73,0.0,2.5,IA
48,1972,0.41,0.7,0.0,2.23,IA
49,1971,0.4,0.61,0.0,2.17,IA
50,1970,0.37,0.57,0.0,2.11,IA
0,2020,1.56,5.39,0.56,,KS
1,2019,1.62,5.68,0.57,20.04,KS
2,2018,1.71,6.32,0.58,21.07,KS
3,2017,1.72,6.47,0.64,18.38,KS
4,2016,1.7,5.81,0.66,16.1,KS
5,2015,1.71,6.43,0.64,18.55,KS
6,2014,1.8,7.7,0.65,26.33,KS
7,2013,1.78,6.98,0.75,27.16,KS
8,2012,1.84,5.72,0.7,27.47,KS
9,2011,1.76,6.89,0.69,27.02,KS
10,2010,1.52,7.4,0.62,20.95,KS
11,2009,1.44,7.13,0.46,17.76,KS
12,2008,1.42,10.4,0.42,25.27,KS
13,2007,1.24,9.09,0.43,21.07,KS
14,2006,1.21,9.07,0.41,18.84,KS
15,2005,1.13,9.56,0.42,16.15,KS
16,2004,1.03,8.27,0.41,12.67,KS
17,2003,1.02,6.78,0.37,10.92,KS
18,2002,0.99,5.12,0.4,9.49,KS
19,2001,1.05,6.82,0.44,10.01,KS
20,2000,0.99,5.48,0.44,10.54,KS
21,1999,0.96,4.09,0.45,7.86,KS
22,1998,0.98,4.12,0.47,7.23,KS
23,1997,1.02,4.46,0.49,8.54,KS
24,1996,1.0,4.16,0.49,8.45,KS
25,1995,1.03,3.22,0.39,7.55,KS
26,1994,1.03,3.44,0.35,7.38,KS
27,1993,1.03,3.59,0.33,7.2,KS
28,1992,1.18,3.38,0.29,7.6,KS
29,1991,1.23,3.11,0.31,7.23,KS
30,1990,1.24,3.3,0.3,7.53,KS
31,1989,1.24,3.36,0.32,7.07,KS
32,1988,1.24,3.03,0.45,6.44,KS
33,1987,1.27,3.15,0.51,6.77,KS
34,1986,1.33,3.3,0.63,6.5,KS
35,1985,1.41,3.58,0.84,7.36,KS
36,1984,1.51,3.99,0.0,7.53,KS
37,1983,1.43,3.91,0.0,7.84,KS
38,1982,1.36,3.19,0.0,8.48,KS
39,1981,1.2,2.77,0.0,8.83,KS
40,1980,1.08,2.14,0.0,7.6,KS
41,1979,1.01,1.68,0.0,5.35,KS
42,1978,0.91,1.35,0.0,3.98,KS
43,1977,0.76,1.22,0.0,3.94,KS
44,1976,0.75,1.01,0.0,3.67,KS
45,1975,0.68,0.67,0.0,3.49,KS
46,1974,0.41,0.52,0.0,3.34,KS
47,1973,0.33,0.44,0.0,2.36,KS
48,1972,0.36,0.46,0.0,1.99,KS
49,1971,0.35,0.41,0.0,2.03,KS
50,1970,0.34,0.39,0.0,2.02,KS
0,2020,1.93,4.9,0.0,,KY
1,2019,1.98,5.18,0.0,18.64,KY
2,2018,2.0,5.42,0.0,19.83,KY
3,2017,2.04,5.76,0.0,17.22,KY
4,2016,2.15,5.22,0.0,14.72,KY
5,2015,2.27,6.03,0.0,17.0,KY
6,2014,2.38,7.4,0.0,24.48,KY
7,2013,2.4,6.67,0.0,25.63,KY
8,2012,2.47,5.71,0.0,25.3,KY
9,2011,2.44,7.05,0.0,25.65,KY
10,2010,2.36,7.13,0.0,19.77,KY
11,2009,2.27,8.43,0.0,15.9,KY
12,2008,2.26,11.54,0.0,22.74,KY
13,2007,1.86,9.46,0.0,18.28,KY
14,2006,1.81,10.92,0.0,16.33,KY
15,2005,1.62,10.78,0.0,14.42,KY
16,2004,1.41,8.55,0.0,11.22,KY
17,2003,1.26,7.47,0.0,9.51,KY
18,2002,1.23,5.61,0.0,8.32,KY
19,2001,1.15,7.62,0.0,9.28,KY
20,2000,1.06,5.77,0.0,10.08,KY
21,1999,1.11,4.25,0.0,7.77,KY
22,1998,1.1,4.69,0.0,7.13,KY
23,1997,1.12,4.97,0.0,8.52,KY
24,1996,1.13,4.47,0.0,8.54,KY
25,1995,1.17,3.78,0.0,7.79,KY
26,1994,1.21,4.29,0.0,7.53,KY
27,1993,1.22,4.3,0.0,7.57,KY
28,1992,1.22,3.92,0.0,7.36,KY
29,1991,1.24,3.9,0.0,7.7,KY
30,1990,1.27,4.11,0.0,8.04,KY
31,1989,1.22,4.07,0.0,6.96,KY
32,1988,1.26,3.89,0.0,6.49,KY
33,1987,1.31,3.91,0.0,6.59,KY
34,1986,1.39,4.38,0.0,6.25,KY
35,1985,1.48,4.77,0.0,7.78,KY
36,1984,1.53,4.76,0.0,7.93,KY
37,1983,1.55,4.91,0.0,8.09,KY
38,1982,1.6,4.27,0.0,8.83,KY
39,1981,1.52,3.3,0.0,9.25,KY
40,1980,1.37,2.85,0.0,7.93,KY
41,1979,1.2,2.16,0.0,5.67,KY
42,1978,1.17,1.79,0.0,4.3,KY
43,1977,0.92,1.63,0.0,4.23,KY
44,1976,0.76,1.19,0.0,4.0,KY
45,1975,0.75,1.02,0.0,3.89,KY
46,1974,0.62,0.87,0.0,3.61,KY
47,1973,0.35,0.76,0.0,2.53,KY
48,1972,0.33,0.72,0.0,2.3,KY
49,1971,0.29,0.69,0.0,2.29,KY
50,1970,0.27,0.65,0.0,2.18,KY
0,2020,4.85,2.78,0.55,,LA
1,2019,3.19,3.47,0.64,13.84,LA
2,2018,3.18,3.76,0.73,15.75,LA
3,2017,3.0,3.82,0.74,12.94,LA
4,2016,2.99,3.25,0.58,11.19,LA
5,2015,3.23,3.49,0.8,12.8,LA
6,2014,2.98,5.18,0.84,20.25,LA
7,2013,2.92,4.17,0.91,20.71,LA
8,2012,2.9,3.27,0.8,21.69,LA
9,2011,2.67,4.59,0.78,23.52,LA
10,2010,2.4,5.02,0.75,18.67,LA
11,2009,2.35,4.69,0.6,15.17,LA
12,2008,2.36,9.49,0.5,23.58,LA
13,2007,2.14,7.31,0.55,18.03,LA
14,2006,1.77,7.54,0.49,16.43,LA
15,2005,1.59,8.99,0.46,13.95,LA
16,2004,1.38,6.62,0.47,10.51,LA
17,2003,1.34,5.77,0.46,8.39,LA
18,2002,1.29,3.83,0.46,7.03,LA
19,2001,1.31,5.08,0.48,7.4,LA
20,2000,1.32,4.2,0.62,7.93,LA
21,1999,1.4,2.68,0.56,5.46,LA
22,1998,1.43,2.42,0.53,4.77,LA
23,1997,1.48,2.8,0.99,6.01,LA
24,1996,1.51,2.99,0.56,6.29,LA
25,1995,1.56,2.0,0.64,5.53,LA
26,1994,1.55,2.33,0.7,5.26,LA
27,1993,1.59,2.5,0.69,5.27,LA
28,1992,1.54,2.09,0.81,5.45,LA
29,1991,1.65,1.88,0.84,6.36,LA
30,1990,1.68,2.11,0.88,6.79,LA
31,1989,1.62,2.12,0.9,5.49,LA
32,1988,1.56,2.14,0.92,5.05,LA
33,1987,1.63,2.0,0.97,5.38,LA
34,1986,1.78,2.15,1.04,4.86,LA
35,1985,2.14,3.09,0.86,6.67,LA
36,1984,2.21,3.29,0.0,6.99,LA
37,1983,2.24,3.35,0.0,6.88,LA
38,1982,2.2,3.23,0.0,7.13,LA
39,1981,1.97,2.26,0.0,7.44,LA
40,1980,1.25,1.61,0.0,6.32,LA
41,1979,1.7,1.24,0.0,4.44,LA
42,1978,1.69,1.07,0.0,3.36,LA
43,1977,1.34,1.14,0.0,3.16,LA
44,1976,0.0,0.93,0.0,3.02,LA
45,1975,0.0,0.75,0.0,2.86,LA
46,1974,0.0,0.6,0.0,2.51,LA
47,1973,0.0,0.39,0.0,1.51,LA
48,1972,0.0,0.34,0.0,1.42,LA
49,1971,0.0,0.29,0.0,1.45,LA
50,1970,0.0,0.27,0.0,1.4,LA
0,2020,3.65,7.77,0.0,,ME
1,2019,3.94,8.87,0.0,21.12,ME
2,2018,4.29,8.85,0.0,22.21,ME
3,2017,4.48,7.59,0.0,19.47,ME
4,2016,4.29,6.42,0.0,17.32,ME
